stop_namecleanstop_name,Total Avg. Ons,Total Avg. Offs,Overall Mean Avg. Ons,Overall Mean Avg. Offs,stop_lat,stop_lon
11th St & 66th Av,1.163636363636364,0.2,0.290909090909091,0.05,40.0530015,-75.13668200000001
11th St & 69th Av,0.0,0.0,0.0,0.0,40.057217,-75.135677
11th St & Arch St,2.512820512820516,0.0384615384615385,1.256410256410258,0.01923076923076925,39.953673,-75.157843
11th St & Bainbridge St ,0.115384615384615,0.0,0.0576923076923075,0.0,39.942049,-75.160331
11th St & Berks St,0.0,0.0384615384615385,0.0,0.01923076923076925,39.980917,-75.151868
11th St & Brown St,0.115384615384615,0.0384615384615385,0.0576923076923075,0.01923076923076925,39.966554,-75.154983
11th St & Callowhill St,0.0555555555555556,0.6111111111111109,0.0277777777777778,0.30555555555555547,39.958847,-75.156689
11th St & Carpenter St,0.0,0.888888888888889,0.0,0.4444444444444445,39.938285,-75.161171
11th St & Catharine St ,1.15384615384615,0.777777777777778,0.576923076923075,0.388888888888889,39.940051,-75.160775
11th St & Cecil B Moore Av,0.32692307692307687,0.0769230769230769,0.16346153846153844,0.03846153846153845,39.977839,-75.152541
11th St & Champlost Av,2.07142857142857,1.42857142857143,1.035714285714285,0.714285714285715,40.043808,-75.138286
11th St & Chelten Av,0.0,0.0,0.0,0.0,40.049668,-75.13740949999999
11th St & Chestnut St,0.538461538461538,1.395604395604395,0.269230769230769,0.6978021978021975,39.950105,-75.158576
11th St & Chew St - FS,0.435294117647059,0.176470588235294,0.2176470588235295,0.088235294117647,40.039051,-75.139156
11th St & Christian St ,0.153846153846154,0.666666666666667,0.076923076923077,0.3333333333333335,39.939284,-75.160955
11th St & Clarkson Av,0.235294117647059,0.235294117647059,0.1176470588235295,0.1176470588235295,40.035984,-75.13982
11th St & Constitution Av,4.35555555555556,11.5555555555556,2.17777777777778,5.7777777777778,39.891708,-75.170325
11th St & Cumberland St,0.25,0.1217948717948718,0.125,0.0608974358974359,39.990087,-75.149859
11th St & Dauphin St,0.23717948717948728,0.0,0.11858974358974364,0.0,39.98709,-75.150521
11th St & Diamond St,0.0,0.0,0.0,0.0,39.983896,-75.151206
11th St & Ellsworth St ,0.37606837606837595,0.115384615384615,0.18803418803418798,0.0576923076923075,39.935769,-75.161712
11th St & Fairmount Av,0.5448717948717953,0.538461538461538,0.27243589743589763,0.269230769230769,39.9656,-75.155211
11th St & Federal St ,0.0,0.2606837606837605,0.0,0.13034188034188024,39.934726,-75.16194
11th St & Fitzwater St ,0.1880341880341879,0.264957264957265,0.09401709401709395,0.1324786324786325,39.941086,-75.16057
11th St & Girard Av,1.743589743589747,0.166666666666667,0.8717948717948735,0.0833333333333335,39.970613,-75.154117
11th St & Godfrey Av,0.7384615384615381,0.0,0.36923076923076903,0.0,40.046537,-75.137507
11th St & Godfrey Av - FS,0.307142857142857,2.3,0.1535714285714285,1.15,40.046636,-75.137672
11th St & Green St ,0.692307692307692,1.5,0.346153846153846,0.75,39.962674,-75.155848
11th St & Huntingdon St,1.98076923076923,2.166666666666667,0.990384615384615,1.0833333333333335,39.991577,-75.149534
11th St & I95,0.1875,0.25,0.09375,0.125,39.899552,-75.169753
11th St & Jackson St ,0.0,0.653846153846154,0.0,0.326923076923077,39.922362,-75.164678
11th St & Jefferson St,0.1217948717948718,0.673076923076923,0.0608974358974359,0.3365384615384615,39.975074,-75.153143
11th St & Kitty Hawk Av,0.230769230769231,0.230769230769231,0.1153846153846155,0.1153846153846155,39.890405,-75.170141
11th St & Locust St,0.653846153846154,0.6111111111111109,0.326923076923077,0.30555555555555547,39.947455,-75.159177
11th St & Lombard St ,0.269230769230769,0.602564102564102,0.1346153846153845,0.301282051282051,39.943914,-75.159934
11th St & Market St,1.0625,0.875,0.53125,0.4375,39.951603,-75.158264
11th St & Master St,0.20512820512820548,0.442307692307692,0.10256410256410274,0.221153846153846,39.973718,-75.153431
11th St & McKean St,0.0769230769230769,0.307692307692308,0.03846153846153845,0.153846153846154,39.92485,-75.164125
11th St & Medary Av,0.272727272727273,0.0,0.06818181818181825,0.0,40.048412,-75.1376645
11th St & Mifflin St ,0.742857142857143,0.35,0.3714285714285715,0.175,39.926073,-75.163861
11th St & Montgomery Av,0.2884615384615385,0.0,0.14423076923076925,0.0,39.979364,-75.152205
11th St & Moore St ,0.578571428571429,0.9,0.2892857142857145,0.45,39.927295,-75.163562
11th St & Morris St ,0.1,0.4,0.05,0.2,39.928472,-75.163309
11th St & Moyamensing Av,0.0,0.0,0.0,0.0,39.919338,-75.165314
11th St & Nedro Av,0.214285714285714,0.107142857142857,0.107142857142857,0.0535714285714285,40.042309,-75.1386
11th St & Nedro Av - FS,0.25,0.0625,0.125,0.03125,40.041436,-75.139313
11th St & Noble St,0.0384615384615385,0.0,0.01923076923076925,0.0,39.959694,-75.156509
11th St & Norris St,0.20512820512820548,0.0,0.10256410256410274,0.0,39.982424,-75.151543
11th St & Oak Ln,0.0,0.0,0.0,0.0,40.054844,-75.136207
11th St & Oak Ln Av,0.0,0.0909090909090909,0.0,0.04545454545454545,40.05513,-75.136301
11th St & Olney Av ,0.0,4.0,0.0,2.0,40.037786,-75.139434
11th St & Oregon Av - FS,0.411764705882353,0.117647058823529,0.2058823529411765,0.0588235294117645,39.916376,-75.165975
11th St & Oxford St ,0.20512820512820548,0.0833333333333333,0.10256410256410274,0.04166666666666665,39.976501,-75.15283
11th St & Parrish St,1.1217948717948734,1.38461538461538,0.5608974358974367,0.69230769230769,39.967661,-75.154754
11th St & Pine St ,0.0384615384615385,0.222222222222222,0.01923076923076925,0.111111111111111,39.944806,-75.159742
11th St & Poplar St,0.0,0.230769230769231,0.0,0.1153846153846155,39.968838,-75.15449
11th St & Porter St ,0.153846153846154,0.5769230769230769,0.076923076923077,0.28846153846153844,39.918633,-75.165459
11th St & Race St,0.153846153846154,0.5,0.076923076923077,0.25,39.955493,-75.157446
11th St & Ridge Av,0.192307692307692,0.115384615384615,0.096153846153846,0.0576923076923075,39.960203,-75.156389
11th St & Ritner St ,0.230769230769231,0.8269230769230769,0.1153846153846155,0.41346153846153844,39.919873,-75.165194
11th St & Shunk St,0.923076923076923,0.75,0.4615384615384615,0.375,39.917384,-75.165758
11th St & Snyder Av,0.25,0.1,0.125,0.05,39.923593,-75.164402
11th St & Somerville Av - FS,0.352941176470588,0.235294117647059,0.176470588235294,0.1176470588235295,40.034717,-75.140108
11th St & South St ,1.23076923076923,0.0384615384615385,0.615384615384615,0.01923076923076925,39.942897,-75.160186
11th St & Spencer St,0.0,0.1428571428571428,0.0,0.0357142857142857,40.045253,-75.1378665
11th St & Spring Garden St,1.032051282051282,2.128205128205127,0.516025641025641,1.0641025641025634,39.961532,-75.1561
11th St & Spruce St ,1.0,0.0384615384615385,0.5,0.01923076923076925,39.946215,-75.159441
11th St & Susquehanna Av,0.23717948717948728,0.153846153846154,0.11858974358974364,0.076923076923077,39.985502,-75.150858
11th St & Tabor Rd,0.0,0.333333333333333,0.0,0.1666666666666665,40.037019,-75.139591
11th St & Tasker St,1.605769230769231,2.2884615384615383,0.8028846153846155,1.1442307692307692,39.929685,-75.163045
11th St & Thompson St,0.3525641025641023,1.69230769230769,0.17628205128205116,0.846153846153845,39.972415,-75.15372
11th St & Vine St,1.96153846153846,1.26923076923077,0.98076923076923,0.634615384615385,39.956679,-75.157158
11th St & Wallace St,0.192307692307692,1.26923076923077,0.096153846153846,0.634615384615385,39.964164,-75.155535
11th St & Walnut St,1.03846153846154,0.491452991452991,0.51923076923077,0.2457264957264955,39.948579,-75.158913
11th St & Washington Av,0.0,0.9551282051282055,0.0,0.47756410256410275,39.937036,-75.161436
11th St & Wharton St ,0.571428571428571,0.1,0.2857142857142855,0.05,39.93337,-75.162229
11th St & Wolf St ,0.153846153846154,0.5,0.076923076923077,0.25,39.921131,-75.16493
11th St & York St,0.0,0.0,0.0,0.0,39.98858,-75.150196
11th St & Zinkoff Blvd - FS,2.14285714285714,0.142857142857143,1.07142857142857,0.0714285714285715,39.902549,-75.169094
11th St Station - MFL,0.235294117647059,1.1540616246498603,0.05882352941176475,0.28851540616246507,39.9517285,-75.158322
12th St & 69th Av,0.0,0.0909090909090909,0.0,0.04545454545454545,40.057425,-75.13693
12th St & Arch St ,0.0,0.333333333333333,0.0,0.1666666666666665,39.954069,-75.159542
12th St & Bainbridge St ,0.0,4.18181818181818,0.0,2.09090909090909,39.942419,-75.16203
12th St & Berks St ,0.0833333333333333,0.0,0.04166666666666665,0.0,39.981384,-75.153473
12th St & Brown St ,0.2598039215686273,0.166666666666667,0.12990196078431365,0.0833333333333335,39.967254,-75.156622
12th St & Buttonwood St,0.0,0.25,0.0,0.125,39.961117,-75.157968
12th St & Callowhill St ,0.0,0.0,0.0,0.0,39.959243,-75.158365
12th St & Carpenter St ,0.625,0.0,0.3125,0.0,39.938708,-75.162846
12th St & Catharine St ,2.025,2.75,1.0125,1.375,39.940439,-75.162474
12th St & Cecil B Moore Av ,1.5,0.166666666666667,0.75,0.0833333333333335,39.978271,-75.154217
12th St & Chestnut St,0.5588235294117647,0.92156862745098,0.27941176470588236,0.46078431372549,39.950501,-75.160299
12th St & Christian St ,1.125,0.0,0.5625,0.0,39.939671,-75.162642
12th St & Diamond St ,1.0147058823529411,0.0,0.5073529411764706,0.0,39.98431,-75.152906
12th St & Dickinson St ,0.125,0.125,0.0625,0.0625,39.931331,-75.164491
12th St & Ellsworth St ,0.725,0.0,0.3625,0.0,39.936192,-75.163399
12th St & Fairmount Av,0.176470588235294,0.0,0.088235294117647,0.0,39.966273,-75.156838
12th St & Federal St ,0.375,0.05,0.1875,0.025,39.935175,-75.163615
12th St & Fitzwater St ,0.85,0.0,0.425,0.0,39.941447,-75.162258
12th St & Girard Av,0.0833333333333333,0.166666666666667,0.04166666666666665,0.0833333333333335,39.971126,-75.155792
12th St & Green St ,0.176470588235294,0.3774509803921573,0.088235294117647,0.18872549019607865,39.963088,-75.157535
12th St & Jackson St ,0.95,0.15,0.475,0.075,39.922785,-75.166364
12th St & Jefferson St ,0.176470588235294,0.0,0.088235294117647,0.0,39.975488,-75.154818
12th St & Lakeside Av,0.0,0.0,0.0,0.0,40.058486,-75.136594
12th St & Lakeside Av - FS,0.285714285714286,0.714285714285714,0.142857142857143,0.357142857142857,40.058594,-75.136854
12th St & Locust St ,0.5454545454545455,0.0,0.27272727272727276,0.0,39.947843,-75.160852
12th St & Lombard St ,0.0,0.0,0.0,0.0,39.944274,-75.161598
12th St & Market St,0.0,0.0,0.0,0.0,39.952187,-75.15995
12th St & Master St ,0.117647058823529,0.0,0.0588235294117645,0.0,39.974123,-75.155131
12th St & McKean St ,0.25,0.625,0.125,0.3125,39.925229,-75.165836
12th St & Mifflin St ,0.85,0.8,0.425,0.4,39.926442,-75.165536
12th St & Montgomery Av ,0.25,0.0,0.125,0.0,39.97985,-75.15388
12th St & Moore St ,0.2,0.05,0.1,0.025,39.927691,-75.165295
12th St & Morris St ,2.225,0.25,1.1125,0.125,39.928886,-75.165008
12th St & Nedro Av ,3.6,0.0,1.8,0.0,40.042313,-75.140054
12th St & Noble St,0.0,0.0833333333333333,0.0,0.04166666666666665,39.960037,-75.158185
12th St & Norris St ,0.0,0.0,0.0,0.0,39.982856,-75.153195
12th St & Oregon Av,3.4,1.25,1.7,0.625,39.916522,-75.167709
12th St & Oxford St,0.411764705882353,0.0,0.2058823529411765,0.0,39.976906,-75.154529
12th St & Parrish St ,0.0833333333333333,0.0,0.04166666666666665,0.0,39.968209,-75.156417
12th St & Pine St ,1.681818181818182,0.0,0.840909090909091,0.0,39.945184,-75.161417
12th St & Poplar St ,0.352941176470588,0.0,0.176470588235294,0.0,39.969422,-75.156165
12th St & Porter St ,0.95,0.3,0.475,0.15,39.919065,-75.167192
12th St & Race St ,0.0,0.0,0.0,0.0,39.955889,-75.15911
12th St & Reed St ,0.0,0.0,0.0,0.0,39.932544,-75.164191
12th St & Ridge Av ,0.0588235294117647,0.142156862745098,0.02941176470588235,0.071078431372549,39.962267,-75.157704
12th St & Ritner St ,0.1,1.225,0.05,0.6125,39.920287,-75.166904
12th St & Shunk St ,1.24285714285714,1.45,0.62142857142857,0.725,39.917771,-75.167457
12th St & Snyder Av ,0.0,0.425,0.0,0.2125,39.924025,-75.166112
12th St & South St ,0.5,0.0454545454545455,0.25,0.02272727272727275,39.94332,-75.161814
12th St & Spruce St ,0.25,0.0454545454545455,0.125,0.02272727272727275,39.946629,-75.161116
12th St & Susquehanna Av - FS,0.5,0.0,0.25,0.0,39.985657,-75.152606
12th St & Tasker St ,0.625,0.0,0.3125,0.0,39.9301,-75.164732
12th St & Thompson St ,0.0588235294117647,0.0,0.02941176470588235,0.0,39.972856,-75.155419
12th St & Vine St ,0.0588235294117647,0.0,0.02941176470588235,0.0,39.957825,-75.158689
12th St & Wallace St ,0.0,0.0,0.0,0.0,39.964667,-75.157187
12th St & Walnut St,1.284313725490197,0.0588235294117647,0.6421568627450985,0.02941176470588235,39.948967,-75.160624
12th St & Washington Av,0.166666666666667,0.1602564102564102,0.0833333333333335,0.0801282051282051,39.937513,-75.163099
12th St & Wharton St,0.75,0.0,0.375,0.0,39.93373,-75.163939
12th St & Wolf St ,0.05,0.275,0.025,0.1375,39.921536,-75.16664
13th St & Market St - MBFS,1.130769230769231,0.7307692307692311,0.5653846153846155,0.36538461538461553,39.952672,-75.161283
13th St Station - MFL,7.89705882352941,4.887254901960787,1.9742647058823526,1.2218137254901968,39.952101,-75.16145
13th St Trolley Station,0.0,0.0,0.0,0.0,39.952532,-75.162559
14 Campus Blvd,1.55555555555556,0.0,0.77777777777778,0.0,39.977957,-75.418138
15 Campus Blvd - FS,0.111111111111111,0.666666666666667,0.0555555555555555,0.3333333333333335,39.977966,-75.418008
15th & Esprey St - FS,0.555555555555556,0.0,0.277777777777778,0.0,39.859242,-75.363258
15th & Esrey St,0.555555555555556,0.7777777777777779,0.277777777777778,0.38888888888888895,39.859072,-75.363376
15th St & Arbor Dr,2.938492063492068,1.9305555555555556,0.734623015873017,0.4826388888888889,39.858662499999994,-75.3645085
15th St & Belfield Av ,0.5714285714285714,1.75,0.2857142857142857,0.875,40.024555,-75.149524
15th St & Courtland St ,0.428571428571429,0.4464285714285714,0.2142857142857145,0.2232142857142857,40.023074,-75.149837
15th St & Market St,0.0,0.125,0.0,0.0625,39.952797,-75.165356
15th St & Market St - FS,0.111111111111111,0.0,0.0555555555555555,0.0,39.952493,-75.165393
15th St & Ranstead St,1.58823529411765,1.2352941176470589,0.794117647058825,0.6176470588235294,39.951797,-75.165537
15th St & Shaw Terrace,2.8968253968254,1.976190476190476,0.72420634920635,0.494047619047619,39.8580965,-75.36590050000001
15th St & Upland Av,1.155844155844156,0.5974025974025979,0.577922077922078,0.29870129870129897,39.857361,-75.367647
15th St & Washington Av,1.96296296296296,0.222222222222222,0.98148148148148,0.111111111111111,39.93814,-75.168492
15th St Station - MFL,0.7389705882352939,1.270833333333333,0.18474264705882348,0.31770833333333326,39.952608999999995,-75.165286
15th St Trolley Station,0.833333333333333,1.619047619047623,0.20833333333333326,0.40476190476190577,39.952587,-75.165357
16th St & Arch St - FS,0.125,0.228571428571429,0.0625,0.1142857142857145,39.954173,-75.166402
16th St & Bainbridge St,0.0826330532212885,0.0,0.04131652661064425,0.0,39.94311,-75.168887
16th St & Berks St,0.176470588235294,0.0476190476190476,0.088235294117647,0.0238095238095238,39.981998,-75.160406
16th St & Brown St ,1.8125,1.3125,0.90625,0.65625,39.968242,-75.163445
16th St & Butler St,0.5213675213675208,1.6495726495726482,0.2606837606837604,0.8247863247863241,40.011142,-75.154067
16th St & Callowhill St ,0.0,0.0,0.0,0.0,39.959883,-75.165236
16th St & Carpenter St ,1.5625,0.625,0.78125,0.3125,39.939374,-75.169704
16th St & Catherine St,0.0,0.0,0.0,0.0,39.94114,-75.169319
16th St & Cecil B Moore Av ,0.10644257703081231,0.0,0.053221288515406154,0.0,39.978909,-75.161089
16th St & Cherry St,0.0,0.0,0.0,0.0,39.95561,-75.166137
16th St & Chestnut St,0.166666666666667,0.15931372549019568,0.0833333333333335,0.07965686274509784,39.95114,-75.167146
16th St & Christian St ,0.037037037037037,0.111111111111111,0.0185185185185185,0.0555555555555555,39.940364,-75.169488
16th St & Courtland St,0.6767676767676769,0.0909090909090909,0.33838383838383845,0.04545454545454545,40.023489,-75.151537
16th St & Cumberland St ,0.0,0.0,0.0,0.0,39.991177,-75.158421
16th St & Dauphin St,0.0833333333333333,0.153846153846154,0.04166666666666665,0.076923076923077,39.988065,-75.159119
16th St & Diamond St,0.531674208144797,0.667420814479638,0.2658371040723985,0.333710407239819,39.985056,-75.159779
16th St & Dickinson St,0.0,0.0588235294117647,0.0,0.02941176470588235,39.931995,-75.171312
16th St & Ellsworth St,0.0294117647058824,0.0,0.0147058823529412,0.0,39.937197,-75.17016
16th St & Erie Av - FS,0.29914529914529886,0.418803418803419,0.14957264957264943,0.2094017094017095,40.009813,-75.154356
16th St & Fairmount Av,0.0294117647058824,0.0294117647058824,0.0147058823529412,0.0147058823529412,39.967019,-75.163686
16th St & Federal St,0.5000000000000001,0.1470588235294114,0.25000000000000006,0.0735294117647057,39.936153,-75.170376
16th St & Fitzwater St,0.794117647058824,0.0882352941176471,0.397058823529412,0.04411764705882355,39.942129,-75.169114
16th St & Girard Av,0.0,0.0,0.0,0.0,39.971737,-75.162628
16th St & Green St,0.166666666666667,0.0833333333333333,0.0833333333333335,0.04166666666666665,39.964102,-75.164323
16th St & Hamilton St,1.3823529411764726,0.5588235294117644,0.6911764705882363,0.2794117647058822,39.961273,-75.164923
16th St & JFK Blvd,0.9411764705882357,0.4117647058823527,0.47058823529411786,0.20588235294117635,39.953654,-75.166569
16th St & Jackson St,0.5294117647058827,0.0294117647058824,0.26470588235294135,0.0147058823529412,39.923522,-75.173161
16th St & Jefferson St,1.3235294117647072,0.6176470588235293,0.6617647058823536,0.30882352941176466,39.976136,-75.161703
16th St & Locust St ,1.1092436974789919,0.235294117647059,0.5546218487394959,0.1176470588235295,39.948535,-75.167698
16th St & Lombard St ,0.0,0.0740740740740741,0.0,0.03703703703703705,39.945003,-75.168479
16th St & Market St ,0.5,0.5,0.25,0.25,39.952594,-75.166822
16th St & Master St,4.17647058823529,1.05882352941176,2.088235294117645,0.52941176470588,39.974772,-75.162003
16th St & McKean St,1.1159663865546172,0.0,0.5579831932773086,0.0,39.925948,-75.172609
16th St & Mifflin St,1.519327731092434,0.514285714285714,0.759663865546217,0.257142857142857,39.927134,-75.172321
16th St & Montgomery Av ,2.579831932773106,0.8521008403361345,1.289915966386553,0.42605042016806727,39.980542,-75.160741
16th St & Moore St,1.657142857142857,0.433613445378151,0.8285714285714285,0.2168067226890755,39.928392,-75.172045
16th St & Morris St,1.294117647058824,0.2302521008403357,0.647058823529412,0.11512605042016785,39.929614,-75.171781
16th St & Moyamensing Av - FS,0.695652173913043,1.65217391304348,0.3478260869565215,0.82608695652174,39.916251,-75.174768
16th St & Mt Vernon St,0.0,0.0,0.0,0.0,39.964762,-75.164178
16th St & Norris St,0.86890756302521,0.611764705882353,0.434453781512605,0.3058823529411765,39.983528,-75.160092
16th St & North St ,2.375,1.1875,1.1875,0.59375,39.966029,-75.163902
16th St & Oregon Av,3.9495798319327697,0.5512605042016809,1.9747899159663849,0.27563025210084047,39.917125,-75.174553
16th St & Oxford St,2.512605042016811,1.9378151260504242,1.2563025210084056,0.9689075630252121,39.977564,-75.161402
16th St & Pine St ,0.2067736185383243,0.0,0.10338680926916215,0.0,39.945904,-75.168287
16th St & Poplar St ,0.3512605042016811,0.349579831932773,0.17563025210084054,0.1747899159663865,39.970402,-75.162909
16th St & Porter S,2.51428571428571,0.3445378151260507,1.257142857142855,0.17226890756302535,39.919739,-75.173977
16th St & Race St,0.347899159663865,0.6739495798319327,0.1739495798319325,0.33697478991596636,39.956528,-75.165945
16th St & Reed St ,0.257142857142857,0.5546218487394959,0.1285714285714285,0.27731092436974797,39.933208,-75.171059
16th St & Ridge Av,1.618487394957983,0.23193277310924298,0.8092436974789915,0.11596638655462149,39.968971,-75.16324
16th St & Ritner St,0.8,0.6,0.4,0.3,39.921024,-75.173713
16th St & Shunk St ,1.05714285714286,1.0033613445378151,0.52857142857143,0.5016806722689076,39.918472,-75.174253
16th St & Snyder Av,0.0,0.0,0.0,0.0,39.924771,-75.17292
16th St & South St,0.746218487394958,0.8184873949579831,0.373109243697479,0.40924369747899153,39.943986,-75.168695
16th St & Spring Garden St ,0.0,1.4777777777777779,0.0,0.7388888888888889,39.962702,-75.164623
16th St & Spruce St,0.23193277310924298,0.43865546218487367,0.11596638655462149,0.21932773109243683,39.947322,-75.167951
16th St & Susquehanna Av,0.2,0.514285714285714,0.1,0.257142857142857,39.986653,-75.159442
16th St & Tasker St ,0.5546218487394959,0.46218487394957997,0.27731092436974797,0.23109243697478998,39.930774,-75.171576
16th St & Thompson St,1.280672268907563,0.2050420168067226,0.6403361344537815,0.1025210084033613,39.973505,-75.16228
16th St & Wallace St ,1.5625,1.8125,0.78125,0.90625,39.965467,-75.164022
16th St & Walnut St,0.411764705882353,0.0571428571428571,0.2058823529411765,0.02857142857142855,39.949642,-75.167482
16th St & Washington Av,0.1856060606060606,0.121212121212121,0.0928030303030303,0.0606060606060605,39.938196,-75.169968
16th St & Wharton St,0.0285714285714286,0.524369747899159,0.0142857142857143,0.2621848739495795,39.934494,-75.170748
16th St & Wolf St ,0.0571428571428571,1.850420168067231,0.02857142857142855,0.9252100840336155,39.922255,-75.173437
16th St & York St ,1.9092436974789957,1.17647058823529,0.9546218487394978,0.588235294117645,39.989669,-75.158746
17Th St & Clearfield St,0.0212765957446809,0.832290362953692,0.01063829787234045,0.416145181476846,40.000501,-75.158019
17th St &  Morris St ,1.072727272727273,2.0454545454545454,0.5363636363636365,1.0227272727272727,39.930011,-75.173527
17th St & Allegheny Av,0.0857142857142857,0.49915966386554655,0.04285714285714285,0.24957983193277328,40.002099,-75.157647
17th St & Allegheny Av ,1.4722222222222219,2.85185185185185,0.7361111111111109,1.425925925925925,40.002341,-75.157752
17th St & Arch St,0.7478991596638649,0.492436974789916,0.37394957983193244,0.246218487394958,39.955096,-75.168076
17th St & Bainbridge St,0.485714285714286,0.114285714285714,0.242857142857143,0.057142857142857,39.943499,-75.170574
17th St & Ben Franklin Pkwy,0.3159663865546217,0.23193277310924298,0.15798319327731086,0.11596638655462149,39.956077,-75.167872
17th St & Berks St,0.1731092436974787,0.759663865546218,0.08655462184873935,0.379831932773109,39.982456,-75.162093
