cleanstop_name,Total Avg. Ons,Total Avg. Offs,Overall Mean Avg. Ons,Overall Mean Avg. Offs,stop_lat,stop_lon
AmericanStHuntingdonSt,0.0,0.0,0.0,0.0,39.989878,-75.13645
AmericanStLehighAvFS,0.0,1.11764705882353,0.0,1.11764705882353,39.991225,-75.136326
AmericanStNorrisSt,0.346153846153846,0.692307692307692,0.346153846153846,0.692307692307692,39.980734,-75.138401
AmericanStSusquehannaAv,0.0,0.0769230769230769,0.0,0.0769230769230769,39.983803,-75.137739
AmericanStYorkSt,0.24,0.28,0.12,0.14,39.9869835,-75.13714049999999
AndrewsAvthAv,0.7435897435897438,1.0940170940170941,0.3717948717948719,0.5470085470085471,40.067234,-75.14873
AramingoAvCumberlandStdetour,1.41666666666667,2.75,0.708333333333335,1.375,39.976245,-75.119778
AramingoAvHuntingdonStFS,1.625,1.5,0.8125,0.75,39.978742,-75.118787
AramingoAvOntarioSt,0.3690476190476187,0.333333333333333,0.18452380952380934,0.1666666666666665,39.990992500000004,-75.101631
AramingoAvSomersetStdetour,0.41666666666666696,0.166666666666667,0.20833333333333348,0.0833333333333335,39.983723,-75.115493
AramingoAvTiogaSt,0.3690476190476187,0.7023809523809527,0.18452380952380934,0.35119047619047633,39.9922315,-75.0992445
AramingoAvWestmorelandSt,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,39.989914,-75.103828
ArchRdGermantownPk,0.1,0.27692307692307694,0.05,0.13846153846153847,40.136168,-75.305153
ArchStndSt,0.0,0.0,0.0,0.0,39.951971,-75.143147
ArchStrdSt,1.15,0.35,1.15,0.35,39.952208,-75.145082
ArchStstSt,0.0,0.0,0.0,0.0,39.955868,-75.17445
ArchStthSt,8.16111111111111,2.205555555555556,0.816111111111111,0.22055555555555562,39.9544953,-75.1634277
ArdmoreAvAthensAv,0.5,0.0,0.5,0.0,40.008238,-75.293935
ArdmoreAvSchoolLn,0.0,0.0,0.0,0.0,40.007579,-75.295237
ArdmoreAvSpringAv,0.0,0.0,0.0,0.0,40.005985,-75.298383
ArdmoreAvStationNHSL,0.292749658002736,0.281733746130031,0.09758321933424534,0.09391124871001033,39.999912,-75.309439
ArdmoreJunctionStation,1.05882352941176,1.529411764705884,0.52941176470588,0.764705882352942,39.996145,-75.3029035
ArdmoreJunctionStationNHSL,0.276470588235294,0.9235294117647059,0.138235294117647,0.46176470588235297,39.996275499999996,-75.30372399999999
ArgyleRdAthensAv,0.0,0.0,0.0,0.0,39.99676,-75.285414
ArgyleRdChurchRd,0.133333333333333,0.733333333333333,0.133333333333333,0.733333333333333,40.003687,-75.286983
ArgyleRdHoodRd,0.0,0.933333333333333,0.0,0.933333333333333,40.00233,-75.286454
ArgyleRdKnoxRd,0.0,0.1875,0.0,0.1875,39.99393,-75.284888
ArgyleRdLinwoodAv,0.0,0.4,0.0,0.4,40.003795,-75.287231
ArgyleRdSimpsonRd,0.133333333333333,0.333333333333333,0.133333333333333,0.333333333333333,40.006019,-75.288397
ArgyleRdSimpsonRdFS,0.0,0.0,0.0,0.0,40.005912,-75.288515
ArgyleRdSussexRd,0.111111111111111,0.777777777777778,0.111111111111111,0.777777777777778,39.999179,-75.285515
ArgyleRdWynnewoodRdFS,0.375,0.6875,0.375,0.6875,40.000268,-75.285572
ArleansAvAvenroweCt,0.44343891402714974,9.47873303167421,0.14781297134238325,3.159577677224737,40.18802433333334,-74.83136033333334
ArleansAvLincolnHwy,2.6,1.4,2.6,1.4,40.190587,-74.8315
ArleansAvLincolnHwyFS,0.0,0.0,0.0,0.0,40.19057,-74.83169
ArleansAvLincolnHwyMBFS,0.1,0.3,0.1,0.3,40.189275,-74.831559
ArrottStCastorAv,0.0,0.615384615384615,0.0,0.615384615384615,40.022517,-75.093667
ArrottStHorrocksSt,0.0,0.115384615384615,0.0,0.115384615384615,40.019873,-75.089602
ArrottStLargeSt,0.269230769230769,0.153846153846154,0.269230769230769,0.153846153846154,40.021029,-75.091393
ArrottStOaklandSt,0.538461538461538,0.923076923076923,0.538461538461538,0.923076923076923,40.01921,-75.088446
ArrottTransportationCenterMFL,0.411764705882353,0.411764705882353,0.2058823529411765,0.2058823529411765,40.016609,-75.083885
ArtMuseumDrSpringGardenSt,0.411764705882353,0.0588235294117647,0.411764705882353,0.0588235294117647,39.964791,-75.18232
ArtMuseumDrSpringGardenStFS,0.333333333333333,0.111111111111111,0.1666666666666665,0.0555555555555555,39.965076,-75.182414
AshlandAvAcademyAv,0.0,0.0,0.0,0.0,39.906941,-75.294245
AshlandAvBeechAv,0.0,0.25,0.0,0.25,39.91191,-75.300397
AshlandAvGarfieldAv,0.0,0.666666666666667,0.0,0.666666666666667,39.907996,-75.29553
AshlandAvGlenhavenRd,0.0,0.175,0.0,0.0875,39.910739500000005,-75.299124
AshlandAvMacDadeBlvd,0.0,0.0,0.0,0.0,39.905297,-75.292608
AshlandAvMacDadeBlvdFS,0.5210084033613449,0.9243697478991589,0.26050420168067245,0.46218487394957947,39.905226,-75.292325
AshlandAvStratfordRd,0.0,0.0,0.0,0.0,39.909542,-75.297462
AspenStrdStFS,0.666666666666667,0.0,0.666666666666667,0.0,39.968588,-75.175338
AspenStthSt,1.0,0.222222222222222,1.0,0.222222222222222,39.969141,-75.179789
AspenStthStFS,0.411764705882353,0.117647058823529,0.2058823529411765,0.0588235294117645,39.965622,-75.211999
AvoftheStatesthSt,0.42857142857142894,0.0,0.21428571428571447,0.0,39.849927,-75.3601535
AvonRdStationFS,2.51196172248804,0.1507177033492825,1.25598086124402,0.07535885167464125,39.957649,-75.269301
BStErieAv,0.388888888888889,1.55555555555556,0.388888888888889,1.55555555555556,40.007063,-75.12332
BStErieAvFS,0.0,0.3,0.0,0.3,40.006885,-75.123593
BStFlintHillRd,1.123076923076923,1.6,0.5615384615384615,0.8,40.087895,-75.331278
BStVenangoSt,0.0,1.1,0.0,0.55,40.0038165,-75.12416150000001
BakersCenterRobertsAv,0.75,0.166666666666667,0.375,0.0833333333333335,40.010817,-75.177812
BakersCentreFoxStonsite,0.5,9.583333333333334,0.25,4.791666666666667,40.00958,-75.175086
BakersCentreonsite,0.666666666666667,1.25,0.3333333333333335,0.625,40.008808,-75.17737
BalaAvCityAvFS,0.0,0.0714285714285714,0.0,0.0714285714285714,40.000466,-75.22891
BaltimoreAvGlenwoodAv,0.857142857142857,0.257142857142857,0.857142857142857,0.257142857142857,39.931224,-75.292712
BaltimoreAvLansdowneAvFS,2.8000000000000003,0.7428571428571431,1.4000000000000001,0.37142857142857155,39.938246,-75.2722845
BaltimoreAvStateStFS,0.5,0.25,0.25,0.125,39.9178,-75.397457
BaltimoreAvStationFS,0.785714285714286,0.0714285714285714,0.785714285714286,0.0714285714285714,39.931313,-75.292841
BaltimoreAvstStAngoraLoop,0.15,0.0,0.075,0.0,39.943963,-75.246342
BaltimoreAvthSt,1.5,1.025,0.375,0.25625,39.948181000000005,-75.22125650000001
BaltimorePkBishopAvFS,0.25,0.475,0.25,0.475,39.924852,-75.310195
BaltimorePkChesterRd,0.25,1.0,0.25,1.0,39.913938,-75.344665
BaltimorePkCheyneyRdFS,0.2,0.1,0.2,0.1,39.891035,-75.50563
BaltimorePkChurchRd,0.0,0.0833333333333333,0.0,0.0833333333333333,39.914934,-75.340013
BaltimorePkConchesterHwyFS,0.692307692307692,0.153846153846154,0.692307692307692,0.153846153846154,39.885558,-75.52738
BaltimorePkConchesterRdMBNS,0.714285714285714,0.0,0.357142857142857,0.0,39.886067,-75.526342
BaltimorePkDelmarDrFS,0.461538461538462,0.256410256410256,0.461538461538462,0.256410256410256,39.925697,-75.307643
BaltimorePkGraniteRunFS,0.37662337662337686,0.272727272727273,0.18831168831168843,0.1363636363636365,39.914262,-75.429928
BaltimorePkGraniteRunRd,1.0,0.142857142857143,0.5,0.0714285714285715,39.914476,-75.43001
BaltimorePkLeamyAv,1.29411764705882,1.073529411764706,0.64705882352941,0.536764705882353,39.91855,-75.329315
BaltimorePkLydiaHollowRdFS,1.0,0.875,0.5,0.4375,39.8969,-75.485895
BaltimorePkMiddletownRdMBFS,0.0,0.111111111111111,0.0,0.111111111111111,39.914895,-75.427142
BaltimorePkNewMiddletownRdMBNS,0.0303030303030303,0.393939393939394,0.0303030303030303,0.393939393939394,39.914859,-75.426198
BaltimorePkOgdenSt,0.685714285714286,0.142857142857143,0.685714285714286,0.142857142857143,39.930938,-75.293031
BaltimorePkPennellRdFS,0.909090909090909,0.545454545454545,0.4545454545454545,0.2727272727272725,39.91253,-75.438555
BaltimorePkPowelldrMBNS,0.5,0.2,0.5,0.2,39.897068,-75.489494
BaltimorePkRedRoofDr,3.0625,0.3875,1.53125,0.19375,39.899101,-75.468963
BaltimorePkRedRoofDrFS,1.8,1.6,1.8,1.6,39.898816,-75.46927
BaltimorePkRiverviewRdMBFS,0.25,0.208333333333333,0.25,0.208333333333333,39.914329,-75.34267
BaltimorePkSchoolHouseLn,0.0,0.1,0.0,0.1,39.895136,-75.497174
BaltimorePkSchoolLane,0.2,0.0,0.2,0.0,39.91659,-75.41541
BaltimorePkScottRdFS,4.5,0.6,4.5,0.6,39.888934,-75.511845
BaltimorePkSproulRdMBFS,0.555555555555556,0.444444444444444,0.277777777777778,0.222222222222222,39.913681,-75.34699
BaltimorePkStateFarmDrFS,1.5111111111111102,1.44444444444444,0.7555555555555551,0.72222222222222,39.882308,-75.540435
BaltimorePkThomsonAv,0.0833333333333333,0.291666666666667,0.0833333333333333,0.291666666666667,39.915459,-75.337841
BaltimorePkThorntonRd,0.0,0.3,0.0,0.3,39.887339,-75.520244
BaltimorePkValleyRd,0.117647058823529,0.176470588235294,0.117647058823529,0.176470588235294,39.905968,-75.453837
BaltimorePkValleyRdFS,0.411764705882353,0.882352941176471,0.411764705882353,0.882352941176471,39.90562,-75.453849
BaltimorePkWoodlandAv,1.2000000000000002,0.228571428571428,0.6000000000000001,0.114285714285714,39.916893,-75.33367849999999
BanesStWelshRdFS,0.0,0.411764705882353,0.0,0.2058823529411765,40.085107,-75.039862
BartramAvthSt,0.025,0.0,0.025,0.0,39.88503,-75.25015
BartramAvthStMBNS,1.0,1.71428571428571,1.0,1.71428571428571,39.890732,-75.244012
BattersbyStFrankfordAvFS,0.0,0.0769230769230769,0.0,0.0769230769230769,40.027265,-75.064789
BattersbyStHarbisonAv,0.615384615384615,0.923076923076923,0.615384615384615,0.923076923076923,40.029214,-75.062947
BeaverDamRdLakelandAv,1.23076923076923,0.846153846153846,1.23076923076923,0.846153846153846,40.116598,-74.853968
BeaverDamRdPlymouthAv,0.450980392156862,0.0,0.15032679738562066,0.0,40.119078,-74.85118999999999
BeaverDamRdVanKirkStFS,0.0,0.111111111111111,0.0,0.111111111111111,40.112441,-74.854617
BeaverDamRdVeniceAvFS,0.125,0.0,0.125,0.0,40.113958,-74.854392
BeaverStBristolPk,0.0,0.0769230769230769,0.0,0.0769230769230769,40.110603,-74.854667
BeaverStCanalStFS,0.4,0.0,0.4,0.0,40.100693,-74.856049
BeaverStPointSt,2.30769230769231,6.46153846153846,2.30769230769231,6.46153846153846,40.102352,-74.855917
BeaverStPondSt,0.0,0.0,0.0,0.0,40.098596,-74.85616
BeaverStThirdSt,0.0,0.235294117647059,0.0,0.235294117647059,40.107295,-74.855368
BeechAvAshlandAv,0.0,0.025,0.0,0.025,39.912187,-75.300703
BeechAvMadisonAv,0.0,0.0,0.0,0.0,39.91427,-75.295589
BeechAvMadisonAvFS,0.0,0.05,0.0,0.05,39.914431,-75.295813
BeechAvMapleAv,0.025,0.125,0.0125,0.0625,39.913517999999996,-75.29762600000001
BeechwoodBrooklineStationNHSL,0.0588235294117647,0.0588235294117647,0.019607843137254898,0.019607843137254898,39.986527,-75.29146
BellevueAvDehavenAv,0.4,0.1,0.2,0.05,40.1551185,-74.9118945
BellevueAvDurhamRdFS,0.1,0.0,0.1,0.0,40.159426,-74.912201
BellevueAvGreenStFS,0.5,0.0,0.5,0.0,40.143593,-74.912481
BellevueAvHollyAv,0.0,0.0,0.0,0.0,40.15033,-74.912018
BellevueAvLincolnHwy,1.0,0.3,1.0,0.3,40.158711,-74.911957
BellevueAvMcCarthyDr,0.117647058823529,0.705882352941177,0.117647058823529,0.705882352941177,40.145405,-74.912587
BellevueAvNeshaminySt,0.0,0.0,0.0,0.0,40.144336,-74.912938
BellevueAvParkviewAv,0.0,0.1,0.0,0.05,40.1489385,-74.912289
BellsCornerLoop,0.846153846153846,0.230769230769231,0.846153846153846,0.230769230769231,40.066078,-75.051628
BelmontAvAvoftheRepublic,0.7777777777777779,0.222222222222222,0.38888888888888895,0.111111111111111,39.980164,-75.213999
BelmontAvConshohockenAvMBNS,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,39.998808,-75.219189
BelmontAvMantuaAv,0.470588235294118,0.588235294117647,0.470588235294118,0.588235294117647,39.972602,-75.212155
BelmontAvThompsonst,0.352941176470588,0.352941176470588,0.352941176470588,0.352941176470588,39.974834,-75.212762
BenFranklinPkwySpringGardenMBNS,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,39.962869,-75.176717
BenFranklinPkwyndSt,0.555555555555556,0.666666666666667,0.555555555555556,0.666666666666667,39.961545,-75.174938
BenFranklinPkwythSt,0.333333333333333,1.22222222222222,0.333333333333333,1.22222222222222,39.960507,-75.173513
BensalemBlvdAlvinAv,0.0,0.222222222222222,0.0,0.222222222222222,40.105215,-74.915397
BensalemBlvdFlushingRdFS,0.0,0.0,0.0,0.0,40.114687,-74.909175
BensalemBlvdGibsonRdFS,0.0,0.0,0.0,0.0,40.120253,-74.906163
BensalemBlvdJasonDr,0.666666666666667,0.307692307692308,0.3333333333333335,0.153846153846154,40.1083125,-74.913245
BensalemBlvdMtVernonDr,0.0,0.0,0.0,0.0,40.110672,-74.911867
BensalemBlvdNewFallsRdFS,0.0,0.0,0.0,0.0,40.12362,-74.904481
BensalemBlvdPortsideDr,0.727272727272727,1.965034965034962,0.3636363636363635,0.982517482517481,40.1133645,-74.9099595
BerksStFrontStFS,0.294117647058824,0.46218487394957997,0.147058823529412,0.23109243697478998,39.978742,-75.133754
BerksStationMFL,0.352941176470588,0.3088235294117647,0.176470588235294,0.15441176470588236,39.978626,-75.133566
BethalRdTownsendStFS,0.222222222222222,0.0,0.222222222222222,0.0,39.84485,-75.394648
BethelAvChelseaPkwy,0.0,0.153846153846154,0.0,0.153846153846154,39.849334,-75.448724
BethelRdHonanStFS,3.7402597402597397,0.545454545454545,1.8701298701298699,0.2727272727272725,39.843656,-75.399106
BethelRdTownsendSt,0.333333333333333,0.0,0.333333333333333,0.0,39.844984,-75.394742
BethlehemPkCampHillRd,0.235294117647059,0.0588235294117647,0.1176470588235295,0.02941176470588235,40.122081,-75.217086
BethlehemPkCherryLn,0.5,1.7999999999999998,0.125,0.44999999999999996,40.315469,-75.30383
BethlehemPkHighlandAv,0.571428571428571,0.0,0.571428571428571,0.0,40.150645,-75.212928
BethlehemPkMontgomeryAv,0.0,0.0,0.0,0.0,40.09223,-75.214418
BethlehemPkTownshipLineRd,1.9999999999999991,1.111111111111111,0.6666666666666664,0.3703703703703703,40.30784,-75.29974533333332
BethlehemPkWValleyGreenRd,0.602941176470588,0.117647058823529,0.301470588235294,0.0588235294117645,40.113347,-75.214414
BethlehemPkWashingtonLnFS,0.3,0.0,0.3,0.0,40.138916,-75.212513
BeverlyBlvdStation,0.0,0.5,0.0,0.5,39.955326,-75.274066
BishopAvDelmarDr,0.1,1.35,0.1,1.35,39.927066,-75.310958
BishopAvShipleyLn,0.225,1.175,0.225,1.175,39.929538,-75.310777
BlairMillRdWelshRdMBNS,0.4,2.3,0.4,2.3,40.159711,-75.14036
BlairMillRdWitmerRdMBFS,0.9,0.8,0.45,0.4,40.162845,-75.1370845
BlvdofGeneralsGenWashingtonAv,1.44444444444444,0.0,1.44444444444444,0.0,40.124739,-75.400298
BlvdofGeneralsLafayetteAv,1.22222222222222,0.0,1.22222222222222,0.0,40.123221,-75.397766
BlvdofGeneralsTrooperRdMBNS,2.66666666666667,1.55555555555556,2.66666666666667,1.55555555555556,40.126828,-75.403766
BootRdDelmarDr,1.57142857142857,0.928571428571429,0.785714285714285,0.4642857142857145,40.008095,-75.588823
BootRdLongfordBlvd,0.547619047619047,0.8809523809523809,0.2738095238095235,0.44047619047619047,40.008194,-75.588469
BrennanBlvdMorehallRdMBFS,0.176470588235294,0.0,0.176470588235294,0.0,40.046228,-75.521886
BrewsterAvthStMBFS,0.357142857142857,0.571428571428571,0.357142857142857,0.571428571428571,39.901372,-75.2336
BrewsterAvthStMBNS,0.214285714285714,0.0714285714285714,0.214285714285714,0.0714285714285714,39.901247,-75.233553
BridgeStCharlesSt,0.0,0.0,0.0,0.0,40.019668,-75.073492
BridgeStCottageSt,0.0,0.0,0.0,0.0,40.016995,-75.071945
BridgeStDarrahSt,0.0,0.0,0.0,0.0,40.022541,-75.076161
BridgeStDittmanSt,0.0,0.0,0.0,0.0,40.014395,-75.070965
BridgeStDuffieldSt,0.0,0.0,0.0,0.0,40.021547,-75.075102
BridgeStEdrickStFS,0.0,0.0,0.0,0.0,40.018094,-75.072377
BridgeStHawthorneStFS,0.0,0.0,0.0,0.0,40.020786,-75.074432
BridgeStJacksonSt,0.0,0.0,0.0,0.0,40.015967,-75.071548
BridgeStMainSt,1.2875816993464009,0.117647058823529,0.6437908496732004,0.0588235294117645,40.157797,-75.5321605
BridgeStMainStMBFS,0.3,0.1,0.3,0.1,40.181795,-75.547259
BridgeStNorwoodSt,0.584615384615385,0.0,0.2923076923076925,0.0,40.138261,-75.503688
BridgeStProspectSt,0.0,0.416666666666667,0.0,0.2083333333333335,40.133404,-75.520293
BridgeStTaconySt,3.666666666666667,0.0,1.8333333333333335,0.0,40.00857,-75.068772
BridgeStThompsonSt,0.0,0.0,0.0,0.0,40.004371,-75.067328
BridgeStTorresdaleAv,2.5625,0.0,1.28125,0.0,40.013099,-75.070357
BridgeStTorresdaleAvFS,1.766666666666667,1.63333333333333,0.8833333333333335,0.816666666666665,40.013358,-75.070415
BridgeportStationNHSL,0.25,0.794117647058824,0.0625,0.198529411764706,40.104955000000004,-75.3481415
BridgewaterDeerfield,0.0,0.0,0.0,0.0,40.105738,-74.927678
BridgewaterRdAlbertRd,0.181818181818182,0.272727272727273,0.090909090909091,0.1363636363636365,39.859986,-75.392518
BridgewaterRdBensalemBlvdFS,0.0,0.0,0.0,0.0,40.097937,-74.920881
BridgewaterRdBrookhavenRd,0.555555555555556,0.0,0.555555555555556,0.0,39.862583,-75.394156
BridgewaterRdFordRd,0.0,0.0,0.0,0.0,40.107412,-74.928802
BridgewaterRdTraceDr,0.0,0.0,0.0,0.0,40.098451,-74.922297
BridgewaterRdTrimbleBlvd,0.642857142857143,0.0,0.642857142857143,0.0,39.858941,-75.390348
BridgewaterRdWinchesterRd,0.888888888888889,0.666666666666667,0.888888888888889,0.666666666666667,40.10241,-74.925689
BrintonLakeRdBaltimorePkMBFS,5.7,1.0,5.7,1.0,39.885275,-75.53572
BrintonLakeRdFranklinDrFS,1.07692307692308,0.153846153846154,1.07692307692308,0.153846153846154,39.885846,-75.535839
BristolOxfVlyRdBrittanySpringsFS,0.647058823529412,0.647058823529412,0.647058823529412,0.647058823529412,40.130287,-74.869272
BristolOxfordValleyRdBorderRockRd,0.0,0.333333333333333,0.0,0.1666666666666665,40.132393,-74.871067
BristolOxfordValleyRdBrittanyDr,0.352941176470588,0.705882352941177,0.352941176470588,0.705882352941177,40.130205,-74.868929
BristolOxfordValleyRdMillDr,0.0,0.0,0.0,0.0,40.136574,-74.874018
BristolPkAppletonAvMBNS,2.17647058823529,6.88235294117647,2.17647058823529,6.88235294117647,40.088999,-74.926837
BristolPkButtonwoodAv,0.0769230769230769,0.153846153846154,0.0769230769230769,0.153846153846154,40.067666,-74.970952
BristolPkColonialAv,0.176470588235294,0.352941176470588,0.176470588235294,0.352941176470588,40.065791,-74.975541
BristolPkEdgleyRd,0.8205128205128209,0.307692307692308,0.41025641025641046,0.153846153846154,40.128592,-74.834445
BristolPkGravelPkMBFS,0.0714285714285714,0.428571428571429,0.0714285714285714,0.428571428571429,40.074677,-74.960095
BristolPkHainesRd,0.444444444444444,0.444444444444444,0.222222222222222,0.222222222222222,40.132544,-74.830115
BristolPkHainesRdFS,1.29411764705882,1.41176470588235,1.29411764705882,1.41176470588235,40.132714,-74.830362
BristolPkHillcrestAv,0.911764705882353,0.352941176470588,0.4558823529411765,0.176470588235294,40.0939,-74.909491
BristolPkKingsLn,0.333333333333333,1.0,0.333333333333333,1.0,40.069024,-74.968861
BristolPkPennSt,0.333333333333333,0.0,0.333333333333333,0.0,40.070713,-74.966993
BristolPkPoquessingAv,0.0,0.0,0.0,0.0,40.068892,-74.969264
BristolPkTennisAv,0.0,0.0,0.0,0.0,40.06669,-74.972567
BristolPkWoodhavenRdMBNS,0.0,0.0,0.0,0.0,40.072069,-74.964311
BroadStAlbertEinsteinDr,0.1550724637681156,0.0652173913043478,0.0775362318840578,0.0326086956521739,40.036786500000005,-75.145196
BroadStArchSt,0.0,0.0588235294117647,0.0,0.0588235294117647,39.9543,-75.163048
BroadStBainbridgeStFS,0.0,0.37037037037037,0.0,0.37037037037037,39.942632,-75.165819
BroadStBrownSt,0.0,0.0,0.0,0.0,39.968002,-75.160068
BroadStButlerSt,0.0,0.142857142857143,0.0,0.142857142857143,40.010903,-75.150924
BroadStButlerStFS,0.191489361702128,0.0638297872340425,0.191489361702128,0.0638297872340425,40.010992,-75.150758
BroadStCallowhillSt,0.826086956521739,2.6304347826087,0.826086956521739,2.6304347826087,39.959689,-75.162178
BroadStCallowhillStFS,0.529411764705882,0.411764705882353,0.529411764705882,0.411764705882353,39.959679,-75.161894
BroadStCarpenterSt,0.111111111111111,0.0740740740740741,0.111111111111111,0.0740740740740741,39.939198,-75.166564
BroadStCatherineSt,0.185185185185185,0.0,0.185185185185185,0.0,39.940911,-75.166203
BroadStCayugaStFS,0.117647058823529,0.0588235294117647,0.0588235294117645,0.02941176470588235,40.02043,-75.148677
BroadStCecilBMooreAv,0.565217391304348,0.543478260869565,0.282608695652174,0.2717391304347825,39.9786315,-75.1578955
BroadStChamplostAv,0.2080745341614908,0.2122153209109726,0.1040372670807454,0.1061076604554863,40.0444445,-75.143516
BroadStCheltenAv,1.5,0.25,1.5,0.25,40.050493,-75.142126
BroadStChristianSt,0.111111111111111,0.0,0.111111111111111,0.0,39.940152,-75.166371
BroadStCountyLineRd,0.9,1.1,0.45,0.55,40.314784,-75.311262
BroadStCourtlandStFS,0.266666666666667,0.0666666666666667,0.266666666666667,0.0666666666666667,40.023097,-75.148087
BroadStCowpathRd,0.25,0.111111111111111,0.125,0.0555555555555555,40.258505,-75.265233
BroadStCowpathRdFS,0.0714285714285714,0.0,0.0714285714285714,0.0,40.258452,-75.265565
BroadStCumberlandSt,0.181818181818182,0.363636363636364,0.181818181818182,0.363636363636364,39.990965,-75.155314
